word,meaning_bn,meaning_en,example,part_of_speech,phonetic,level
toilet,টয়লেট,"A covering of linen, silk, or tapestry, spread over a dressing table in a chamber or dressing room.",,noun,/ˈtɔɪ.lət/,
tomato,টমেটো,"A widely cultivated plant, Solanum lycopersicum, having edible fruit.",,noun,[tʰə̥ˈmɐːtʰɐʉ],
tomorrow,আগামীকাল,The day after the present day.,,noun,/təˈmɔɹoʊ/,
ton,টন,A unit of weight (mass) equal to 2240 pounds (a long ton) or 2000 pounds (a short ton) or 1000 kilograms (a metric ton).,,noun,/tʌn/,
tone,স্বর,A specific pitch.,,noun,/təʊn/,
tongue,জিহ্বা,"The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds in speech.",,noun,/tʌŋ/,
tonight,আজ রাতে,The nighttime of the current day or date; this night.,I have high hopes for tonight.,noun,/təˈnaɪt/,
too,খুব,(focus) Likewise.,,adverb,/tuː/,
tool,টুল,A mechanical device intended to make a task easier.,"Hand me that tool, would you?   I don't have the right tools to start fiddling around with the engine.",noun,/tuːl/,
tooth,দাঁত,"A hard, calcareous structure present in the mouth of many vertebrate animals, generally used for eating.",,noun,/tuːθ/,
top,শীর্ষ,The highest or uppermost part of something.,His kite got caught at the top of the tree.,noun,/tɒp/,
topic,বিষয়,Subject; theme; a category or general area of interest.,"A society where a topic cannot be discussed, does not have free speech.",noun,/ˈtɒpɪk/,
total,মোট,An amount obtained by the addition of smaller amounts.,A total of £145 was raised by the bring-and-buy stall.,noun,/ˈtəʊ.təl/,
totally,সম্পূর্ণরূপে,To the fullest extent or degree.,They've totally demolished the bank on Main Street.,adverb,/ˈtoʊt.əl.i/,
touch,স্পর্শ,,,,,
tough,কঠিন,A person who obtains things by force; a thug or bully.,They were doing fine until they encountered a bunch of toughs from the opposition.,noun,/tʌf/,
tour,সফর,"A journey through a particular building, estate, country, etc.",On our last holiday to Spain we took a tour of the wine-growing regions.,noun,/tɔː(ɹ)/,
tourist,পর্যটক,Someone who travels for pleasure rather than for business.,,noun,/ˈtʊəɹɪst/,
toward,দিকে,"Yielding, pliant; docile; ready or apt to learn; not froward.",,adjective,/tɘ.ˈwoːd/,
towel,তোয়ালে,"A cloth used for wiping, especially one used for drying anything wet, as a person after a bath.",,noun,/taʊl/,
tower,টাওয়ার,"A very tall iron-framed structure, usually painted red and white, on which microwave, radio, satellite, or other communication antennas are installed; mast.",,noun,/ˈtaʊ.ə(ɹ)/,
town,শহর,"A settlement; an area with residential districts, shops and amenities, and its own local government; especially one larger than a village and smaller than a city.",This town is really dangerous because these youngsters have Beretta handguns.,noun,/taʊn/,
toy,খেলনা,"Something to play with, especially as intended for use by a child.",A grown man does not play with a child’s toy.,noun,/tɔɪ/,
trace,ট্রেস,An act of tracing.,Your cell phone company can put a trace on your line.,noun,/tɹeɪs/,
track,ট্র্যাক,A mark left by something that has passed along.,Can you see any tracks in the snow?,noun,/tɹæk/,
trade,বাণিজ্য,Buying and selling of goods and services on a market.,,noun,/tɹeɪd/,
tradition,ঐতিহ্য,"A part of culture that is passed from person to person or generation to generation, possibly differing in detail from family to family, such as the way to celebrate holidays.",,noun,/tɹəˈdɪʃn̩/,
traditional,ঐতিহ্যগত,A person with traditional beliefs.,,noun,/tɹəˈdɪʃnəl/,
traffic,ট্রাফিক,"Pedestrians or vehicles on roads, or the flux or passage thereof.",The traffic is slow during rush hour.,noun,/ˈtɹæfɪk/,
train,ট্রেন,Elongated portion.,,noun,/tɹeɪn/,
training,প্রশিক্ষণ,To practice an ability.,She trained seven hours a day to prepare for the Olympics.,verb,/ˈtɹeɪnɪŋ/,
transfer,স্থানান্তর,"The act of conveying or removing something from one place, person or thing to another.",,noun,/ˈtɹænzfɜː/,
transform,রূপান্তর,An operation (often an integration) that converts one function into another.,,noun,/tɹænzˈfɔːm/,
transition,স্থানান্তর,"The process of change from one form, state, style or place to another.",,noun,/tɹænˈzɪʃən/,
translate,অনুবাদ,In Euclidean spaces: a set of points obtained by adding a given fixed vector to each point of a given set.,,noun,/ˈtɹɛnzlæet/,
translation,অনুবাদ,"The act of translating, in its various senses:",,noun,/tɹæns-/,
transparent,স্বচ্ছ,"(of a material or object) See-through, clear; having the property that light passes through it almost undisturbed, such that one can see through it clearly.",The waters of the lake were transparent until the factory dumped waste there.,adjective,/tɹæn(t)sˈpæɹənt/,
transport,পরিবহন,An act of transporting; conveyance.,The transport of goods is not included in the price given on the website.,noun,,
transportation,পরিবহন,"The act of transporting, or the state of being transported; conveyance, often of people, goods etc.",We have to get people out of their cars and encourage them to use alternative forms of transportation.,noun,/tɹænspɔːˈteɪʃən/,
trap,ফাঁদ,"A machine or other device designed to catch (and sometimes kill) animals, either by holding them in a container, or by catching hold of part of the body.",I put down some traps in my apartment to try and deal with the mouse problem.,noun,/tɹæp/,
trash,আবর্জনা,Useless things to be discarded; rubbish; refuse.,,noun,/tɹæʃ/,
travel,ভ্রমণ,The act of traveling; passage from place to place.,space travel,noun,/ˈtɹævəl/,
traveler,ভ্রমণকারী,"A member of a particular nomadic ethnic minority in Ireland, the Pavee.",,noun,/ˈtɹæv.l̩.ɚ/,
treat,চিকিত্সা,"An entertainment, outing, food, drink, or other indulgence provided by someone for the enjoyment of others.",Here are some healthy Halloween treats for ghouls and witches of all ages.,noun,/tɹiːt/,
treatment,চিকিত্সা,The process or manner of treating someone or something.,He still has nightmares resulting from the treatment he received from his captors.,noun,/ˈtɹiːtmənt/,
tree,গাছ,Fast growing function based on Kruskal's tree theorem.,,noun,/tɹiː/,
trend,প্রবণতা,An inclination in a particular direction.,the trend of a coastline,noun,/tɹɛnd/,
trial,বিচার,An opportunity to test something out; a test.,They will perform the trials for the new equipment next week.,noun,/ˈtɹaɪəl/,
triangle,ত্রিভুজ,A polygon with three sides and three angles.,,noun,/ˈtɹaɪəŋɡəl/,
trick,কৌশল,Something designed to fool or swindle.,It was just a trick to say that the house was underpriced.,noun,/tɹɪk/,
trip,ট্রিপ,A journey; an excursion or jaunt,We made a trip to the beach.,noun,/tɹɪp/,
troop,সৈন্যদল,(collective) A collection of people; a number; a multitude (in general).,,noun,/tɹuːp/,
tropical,গ্রীষ্মমন্ডলীয়,A tropical plant.,,noun,,
trouble,কষ্ট,A distressing or dangerous situation.,He was in trouble when the rain started.,noun,/ˈtɹʌb(ə)l/,
truck,ট্রাক,"A small wheel or roller, specifically the wheel of a gun carriage.",,noun,/tɹʌk/,
true,সত্য,The state of being in alignment.,,noun,/tɹuː/,
truly,সত্যিই,"(manner) In accordance with the facts; truthfully, accurately.",,adverb,/ˈtɹuːli/,
trust,বিশ্বাস,Confidence in or reliance on some person or quality.,He needs to regain her trust if he is ever going to win her back.,noun,/trʊst/,
truth,সত্য,"True facts, genuine depiction or statements of reality.",The truth is that our leaders knew a lot more than they were letting on.,noun,/tɹuːθ/,
try,চেষ্টা করুন,An attempt.,I gave unicycling a try but I couldn’t do it.,noun,/tɹaɪ/,
try out,চেষ্টা করুন,To test (something) to see how it works.,,verb,,
tube,নল,Anything that is hollow and cylindrical in shape.,,noun,/tjuːb/,
tune,সুর,A melody.,,noun,/tjuːn/,
tunnel,টানেল,An underground or underwater passage.,,noun,/ˈtʌn(ə)l/,
turn,পালা,(heading) to make a non-linear physical movement.,,verb,,
turn around,ঘুরে,,,,,
turn back,ফিরে যান,To reverse direction and retrace one's steps.,"Realising he had forgotten his briefcase, he turned back and re-entered the office.",verb,,
twice,দুইবার,Two times.,,adverb,/twaɪs/,
twin,যমজ,"Either of two people (or, less commonly, animals) who shared the same uterus at the same time; one who was born at the same birth as a sibling.",,noun,/twɪn/,
twist,মোচড়,A twisting force.,,noun,/twɪst/,
twisted,পাকানো,"To turn the ends of something, usually thread, rope etc., in opposite directions, often using force.",,verb,/ˈtwɪstɪd/,
type,প্রকার,A grouping based on shared characteristics; a class.,This type of plane can handle rough weather more easily than that type of plane.,noun,/taɪp/,
typical,সাধারণ,"Anything that is typical, normal, or standard.","Among the moths, typicals were more common than melanics.",noun,/ˈtɪpɪkl̩/,
typically,সাধারণত,In a typical or common manner.,,adverb,/ˈtɪp.ɪ.kl.i/,
ugly,কুৎসিত,Ugliness.,,noun,/ˈʌɡli/,
ultimate,চূড়ান্ত,The most basic or fundamental of a set of things,,noun,/ˈʌltɪmɪt/,
ultimately,শেষ পর্যন্ত,Indicating the last item.,"Firstly,… Secondly,… Ultimately,…",adverb,/ˈʌltɪmətli/,
umbrella,ছাতা,Cloth-covered frame used for protection against rain or sun.,"Quick, grab that umbrella before you get rained on!",noun,/ʌmˈbɹɛlə/,
unable,অক্ষম,Not able; lacking a certain ability.,Are you unable to mind your own business or something?,adjective,/ʌnˈeɪbəl/,
unacceptable,অগ্রহণযোগ্য,Something that is not acceptable.,,noun,/ˌʌn.æk.ˈsɛp.tə.bl̩/,
uncertain,অনিশ্চিত,"(with ""the"") Something uncertain.",,noun,/ʌnˈsɜːtən/,
uncle,চাচা,The brother or brother-in-law of one’s parent.,,noun,/ˈʌŋ.kəl/,
uncomfortable,অস্বস্তিকর,Not comfortable; causing discomfort.,The class squirmed and fidgeted in the uncomfortable new chairs.,adjective,/ʌnˈkʌm.fə.tə.bəl/,
unconscious,অচেতন,Unconscious mind,,noun,/ˌʌnˈkɒnʃəs/,
uncontrolled,অনিয়ন্ত্রিত,Not controlled; not under control.,,adjective,,
under,অধীন,Being lower; being beneath something.,,adjective,/ˈʊndə/,
underground,ভূগর্ভস্থ,"An underground railway, especially for mass transit of people in urban areas.",,noun,/ˈʌndəɡɹaʊnd/,
underneath,নিচে,The lower surface or part of something.,The underneath of the aircraft was painted blue.,noun,/ʌndəˈniθ/,
